sequence,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhFxbB2kBzgBCiBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhF0cBTfBlgBSnB/q?B2wB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFXcBifBGiBFlB8q?BzrB,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhF6gBTcB2kBxmBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhF6gB2kBxhBThBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFfgBxbBzgBumBcn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFibBWiBUhBxkBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFGbBTcBUgBxmBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeO/IvhFXbBRhBcnBThBFl?BCrB,v115@5gD8HeB8HeD8EeF8AeF8JeO/IvhFibBchBflB5lBTn?B1wB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFfgBxbBWmBTiB0m?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFxbBlgB3hBcnBmk?BCrB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFWiBTfBKlBFmBXn?B8qB,v115@5gD8HeB8HeD8EeF8AeF8JeO/IvhFibB1hBflB5lBcs?BTrB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFXcBxkB8qBCsBOq?BFsB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFTfB0gB/qBCsBOr?BFsB,v115@5gD8HeB8HeD8EeF8AeF8Je36IvhFxgBTiB2kBChB0m?BlqB
TJSIZOL,O,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TJSIOLZ,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
TJSIOZL,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
TJSLIZO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TJSLIOZ,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TJSLZIO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TJSLZOI,O,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
TJSLOIZ,O,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
TJSLOZI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJSZILO,O,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TJSZIOL,O,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TJSZLIO,O,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TJSZLOI,O,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TJSZOIL,O,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TJSZOLI,O,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TJSOILZ,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X
TJSOIZL,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X
TJSOLIZ,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
TJSOLZI,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJSOZIL,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
TJSOZLI,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
TJZILSO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TJZILOS,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
TJZISLO,O,X,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X
TJZISOL,O,X,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X
TJZIOLS,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TJZIOSL,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X
TJZLISO,O,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
TJZLIOS,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
TJZLSIO,O,X,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X
TJZLSOI,O,O,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X
TJZLOIS,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
TJZLOSI,X,O,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X
TJZSILO,O,X,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X
TJZSIOL,O,X,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X
TJZSLIO,O,X,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X
TJZSLOI,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X
TJZSOIL,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X
TJZSOLI,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X
TJZOILS,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TJZOISL,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X
TJZOLIS,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
TJZOLSI,X,O,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X
TJZOSIL,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X
TJZOSLI,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X
TJOILSZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOILZS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOISLZ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TJOISZL,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TJOIZLS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOIZSL,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TJOLISZ,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TJOLIZS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOLSIZ,X,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X
TJOLSZI,X,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TJOLZIS,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJOLZSI,X,O,O,X,O,X,X,X,O,O,O,O,X,X,X,X,X
TJOSILZ,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
TJOSIZL,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
TJOSLIZ,O,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X
TJOSLZI,O,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TJOSZIL,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJOSZLI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJOZILS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZISL,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TJOZLIS,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJOZLSI,X,O,O,X,O,X,X,X,O,O,O,O,X,X,X,X,X
TJOZSIL,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X
TJOZSLI,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X
TSILJZO,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TSILJOZ,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TSILZJO,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
TSILZOJ,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X
TSILOJZ,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TSILOZJ,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TSIJLZO,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TSIJLOZ,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TSIJZLO,O,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TSIJZOL,O,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TSIJOLZ,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSIJOZL,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSIZLJO,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSIZLOJ,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TSIZJLO,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSIZJOL,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSIZOLJ,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
TSIZOJL,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TSIOLJZ,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSIOLZJ,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
TSIOJLZ,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSIOJZL,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSIOZLJ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSIOZJL,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSLIJZO,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X
TSLIJOZ,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X
TSLIZJO,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X
TSLIZOJ,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X
TSLIOJZ,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X
TSLIOZJ,O,O,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X
TSLJIZO,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X
TSLJIOZ,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X
TSLJZIO,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X
TSLJZOI,O,O,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
TSLJOIZ,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
TSLJOZI,O,O,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X
TSLZIJO,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
TSLZIOJ,O,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X
TSLZJIO,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
TSLZJOI,O,O,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
TSLZOIJ,O,O,O,X,X,O,O,X,O,X,O,X,O,X,X,O,X
TSLZOJI,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,O,X
TSLOIJZ,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
TSLOIZJ,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
TSLOJIZ,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
TSLOJZI,O,O,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X
TSLOZIJ,O,O,O,X,X,O,X,X,O,X,O,X,O,X,X,O,X
TSLOZJI,O,O,O,X,X,O,X,X,O,X,O,X,O,X,X,O,X
TSJILZO,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TSJILOZ,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TSJIZLO,O,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TSJIZOL,O,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TSJIOLZ,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSJIOZL,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSJLIZO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TSJLIOZ,O,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
TSJLZIO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TSJLZOI,O,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X
TSJLOIZ,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
TSJLOZI,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
TSJZILO,O,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TSJZIOL,O,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TSJZLIO,O,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TSJZLOI,O,O,X,X,O,X,O,X,O,O,X,X,O,O,X,X,X
TSJZOIL,O,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSJZOLI,O,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSJOILZ,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSJOIZL,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSJOLIZ,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
TSJOLZI,O,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TSJOZIL,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
TSJOZLI,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
TSZILJO,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSZILOJ,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TSZIJLO,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSZIJOL,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSZIOLJ,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
TSZIOJL,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TSZLIJO,O,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X
TSZLIOJ,O,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X
TSZLJIO,O,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X
TSZLJOI,O,O,X,X,O,O,O,X,O,O,X,X,O,O,X,X,X
TSZLOIJ,O,O,X,X,X,O,O,X,O,X,X,X,O,X,X,O,X
TSZLOJI,O,O,X,X,X,O,O,X,O,O,X,X,O,O,X,O,X
TSZJILO,O,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSZJIOL,O,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSZJLIO,O,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSZJLOI,O,O,X,X,O,X,O,X,O,O,X,X,O,O,X,X,X
TSZJOIL,O,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSZJOLI,O,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X
TSZOILJ,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,O,X
TSZOIJL,O,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TSZOLIJ,O,O,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X
TSZOLJI,O,O,X,X,X,O,O,X,O,O,X,X,X,O,X,O,X
TSZOJIL,O,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TSZOJLI,O,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TSOILJZ,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSOILZJ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
TSOIJLZ,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSOIJZL,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSOIZLJ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
TSOIZJL,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSOLIJZ,O,O,X,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TSOLIZJ,O,O,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X
TSOLJIZ,O,O,X,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TSOLJZI,O,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TSOLZIJ,O,O,O,X,X,O,X,X,O,O,O,X,O,X,X,O,X
TSOLZJI,O,O,O,X,X,X,X,X,O,O,O,X,O,X,X,O,X
TSOJILZ,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSOJIZL,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSOJLIZ,O,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TSOJLZI,O,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TSOJZIL,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
TSOJZLI,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
TSOZILJ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
TSOZIJL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TSOZLIJ,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X
TSOZLJI,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X
TSOZJIL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TSOZJLI,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TZILJSO,X,X,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X
TZILJOS,X,X,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X
TZILSJO,X,X,O,X,X,O,O,O,O,O,X,X,X,O,O,X,X
TZILSOJ,X,X,O,X,X,O,O,O,O,O,X,X,X,O,O,X,X
TZILOJS,X,X,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X
TZILOSJ,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X
TZIJLSO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZIJLOS,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZIJSLO,X,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X
TZIJSOL,X,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X
TZIJOLS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJOSL,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZISLJO,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TZISLOJ,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TZISJLO,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TZISJOL,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TZISOLJ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X
TZISOJL,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TZIOLJS,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X
TZIOLSJ,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O,X,X
TZIOJLS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIOJSL,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZIOSLJ,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
TZIOSJL,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TZLIJSO,X,X,O,O,X,X,O,O,O,X,X,O,X,X,O,X,X
TZLIJOS,X,X,O,O,X,X,O,O,O,X,X,O,X,X,O,X,X
TZLISJO,X,X,O,X,X,O,O,O,O,O,X,O,X,O,O,X,X
TZLISOJ,X,X,O,X,X,O,O,O,O,O,X,O,X,O,O,X,X
TZLIOJS,X,X,O,O,X,X,O,O,O,X,X,O,X,X,O,X,X
TZLIOSJ,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X
TZLJISO,X,X,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
TZLJIOS,X,X,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X
TZLJSIO,X,X,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TZLJSOI,X,X,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X
TZLJOIS,X,X,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X
TZLJOSI,X,X,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X
TZLSIJO,X,X,O,X,O,O,O,O,O,O,O,O,X,O,O,X,X
TZLSIOJ,X,X,O,X,X,O,O,O,O,O,O,O,X,O,O,X,X
TZLSJIO,X,X,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X
TZLSJOI,X,X,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X
TZLSOIJ,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X
TZLSOJI,X,X,X,X,X,O,X,X,O,O,O,O,X,O,X,X,X
TZLOIJS,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X
TZLOISJ,X,X,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X
TZLOJIS,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X
TZLOJSI,X,X,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X
TZLOSIJ,X,X,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X
TZLOSJI,X,X,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X
TZJILSO,O,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TZJILOS,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X
TZJISLO,O,X,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X
TZJISOL,O,X,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X
TZJIOLS,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
TZJIOSL,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X
TZJLISO,O,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X
TZJLIOS,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X
TZJLSIO,O,X,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X
TZJLSOI,O,X,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X
TZJLOIS,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X
TZJLOSI,X,X,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X
TZJSILO,O,X,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X
TZJSIOL,O,X,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X
TZJSLIO,O,X,O,O,O,O,O,X,O,O,X,O,X,O,X,X,X
TZJSLOI,O,X,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X
TZJSOIL,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X
TZJSOLI,O,X,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X
TZJOILS,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
TZJOISL,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X
TZJOLIS,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X
TZJOLSI,X,X,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X
TZJOSIL,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X
TZJOSLI,O,X,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X
TZSILJO,X,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X
TZSILOJ,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,X
TZSIJLO,X,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X
TZSIJOL,X,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X
TZSIOLJ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X
TZSIOJL,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,X
TZSLIJO,O,X,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X
TZSLIOJ,O,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X
TZSLJIO,O,X,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X
TZSLJOI,O,X,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X
TZSLOIJ,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X
TZSLOJI,O,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X
TZSJILO,O,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X
TZSJIOL,O,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X
TZSJLIO,O,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X
TZSJLOI,O,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X
TZSJOIL,O,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X
TZSJOLI,O,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X
TZSOILJ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X
TZSOIJL,O,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,X
TZSOLIJ,O,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X
TZSOLJI,O,X,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X
TZSOJIL,O,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X
TZSOJLI,O,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X
TZOILJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOILSJ,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
TZOIJLS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOIJSL,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TZOISLJ,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
TZOISJL,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X
TZOLIJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZOLISJ,X,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X
TZOLJIS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZOLJSI,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X
TZOLSIJ,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X
TZOLSJI,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X
TZOJILS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOJISL,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TZOJLIS,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZOJLSI,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X
TZOJSIL,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TZOJSLI,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TZOSILJ,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
TZOSIJL,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TZOSLIJ,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
TZOSLJI,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X
TZOSJIL,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TZOSJLI,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TOILJSZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TOILJZS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TOILSJZ,X,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X
